crate,run,gen,mir_coverage,covered_targets,tests,tests_length
time,2,90,52.17242559014711,1525,242,46.900826446280995
time,0,90,51.419774204584336,1503,240,53.416666666666664
time,6,40,48.64864864864865,1422,196,47.642857142857146
time,4,33,43.92747177557304,1284,160,47.025
time,2,91,52.17242559014711,1525,242,46.900826446280995
time,5,33,46.15121450564488,1349,168,49.398809523809526
time,3,89,52.685596989394455,1540,263,48.89733840304182
time,1,89,50.97502565856996,1490,224,48.017857142857146
time,6,41,48.64864864864865,1422,196,47.62755102040816
time,0,91,51.453985631200815,1504,241,53.45228215767635
time,4,34,43.92747177557304,1284,161,47.07453416149068
time,3,90,52.685596989394455,1540,263,48.50190114068441
time,6,42,48.75128292849812,1425,199,47.969849246231156
time,5,34,46.21963735887786,1351,169,49.633136094674555
time,0,92,51.453985631200815,1504,240,53.479166666666664
time,2,92,52.17242559014711,1525,244,46.77049180327869
time,1,90,50.97502565856996,1490,224,48.017857142857146
time,6,43,48.75128292849812,1425,200,47.95
time,3,91,52.685596989394455,1540,263,48.4828897338403
time,4,35,43.96168320218953,1285,162,47.08024691358025
time,5,35,46.21963735887786,1351,169,49.38461538461539
time,0,93,51.453985631200815,1504,240,53.3
time,2,93,52.17242559014711,1525,244,46.74590163934426
time,6,44,48.85391720834759,1428,202,47.881188118811885
time,1,91,50.97502565856996,1490,224,48.017857142857146
time,3,92,52.78823126924392,1543,263,48.349809885931556
time,4,36,43.96168320218953,1285,162,47.08024691358025
time,5,36,46.28806021211084,1353,171,49.40350877192982
time,6,45,48.990762914813544,1432,203,47.423645320197046
time,2,94,52.17242559014711,1525,244,46.68852459016394
time,0,94,51.55661991105029,1507,243,53.67901234567901
time,3,93,52.78823126924392,1543,264,48.47348484848485
time,4,37,44.030106055422515,1287,164,46.99390243902439
time,1,92,50.97502565856996,1490,224,48.017857142857146
time,6,46,48.990762914813544,1432,203,47.423645320197046
time,5,37,46.32227163872734,1354,172,49.56395348837209
time,2,95,52.2066370167636,1526,245,46.69795918367347
time,0,95,51.55661991105029,1507,243,53.67901234567901
time,3,94,52.78823126924392,1543,264,48.47348484848485
time,6,47,49.02497434143004,1433,204,47.588235294117645
time,4,38,44.098528908655496,1289,164,46.38414634146341
time,1,93,50.97502565856996,1490,224,48.017857142857146
time,5,38,46.356483065343824,1355,173,49.72254335260116
time,2,96,52.2066370167636,1526,245,46.55510204081633
time,3,95,52.78823126924392,1543,264,48.47348484848485
time,0,96,51.69346561751625,1511,245,53.6204081632653
time,6,48,49.02497434143004,1433,206,47.53883495145631
time,4,39,44.13274033527198,1290,164,46.13414634146341
time,5,39,46.356483065343824,1355,173,49.72254335260116
time,1,94,50.97502565856996,1490,224,48.017857142857146
time,6,49,49.059185768046525,1434,207,47.32367149758454
time,2,97,52.24084844338008,1527,246,46.46341463414634
time,3,96,52.78823126924392,1543,264,48.40530303030303
time,0,97,51.69346561751625,1511,245,53.44897959183673
